Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score;Visibility (domain or restricted);Published;Publishing properties
toerismekantoren;True;Toerismekantoren;<p>Locatie van de toerismekantoren van VisitBrussels op het grondgebied van de Stad Brussel.</p>;Toerism;"information;tourisme;touriste";Licence Ouverte (Etalab);nl;;2019-01-25T11:57:05+01:00;2023-04-14T11:47:10+02:00;2023-04-14T12:09:18.170000+02:00;VisitBrussels;https://visit.brussels/nl/article/Toeristische-informatie;;2;456;0;695925;166;0;0;27.6;domain;True;federated
visited-web-pages-of-the-city-by-title-in-2013;False;Visited web pages of the City (by title) in 2013;<p>Visitor statistics of the pages of the website of the City of Brussels with the title of the page, the number of pages viewed, the number of unique visits, average time spent on the page. Source: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);en;;2014-10-29T16:10:41+01:00;2018-01-08T00:14:46+01:00;2023-01-31T19:12:24.213000+01:00;City of Brussels/Web Unit;;;73;2022;0;8152;154;0;0;3.6;domain;True;manual
districts;False;Districts;<p>Map of the districts of the City of Brussels (Pentagon, Haren, Laeken, Louise, Neder-Over-Heembeek/Mutsaard, North, North-East).</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"quartier;district";Licence Ouverte (Etalab);fr;;2021-03-15T12:00:56+01:00;2021-03-15T12:00:56+01:00;2021-03-15T12:00:59.144000+01:00;Ville de Bruxelles/Urbanisme;;;7;106494;0;76859;135;0;0;9.6;domain;True;scheduled
geographical-origin-municipalities-of-the-visits-to-the-website-of-the-city-2013;False;Geographical origin (belgian municipalities) of the visits to the website of the City (2013);<p>Cities (municipalities) of origin of visitors to the website of the City of Brussels from Belgium, determined by their IP address. Source: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);en;;2014-11-17T15:33:14+01:00;2018-01-07T23:56:01+01:00;2023-01-31T19:12:24.458000+01:00;City of Brussels/Web Unit;;;503;8558;0;11098;151;0;0;4.1;domain;True;manual
stations-cambio0;False;Stations Cambio;<p>Locatie van de stations van Cambio voor autodelen.</p>;Mobilité, Transports;"Cambio;auto";Licence Ouverte (Etalab);nl;;2019-07-25T16:14:16+02:00;2023-01-15T12:00:16+01:00;2023-04-15T12:00:14.084000+02:00;Cambio;https://www.cambio.be/cms/carsharing/fr/2/cms_f2_4096/cms?cms_knschluessel=INFODOWNLOAD;;26;4604;0;51690;218;0;0;8.1;domain;True;manual
stations-zen-car;False;Stations Zen Car;<p>Localisation des stations de voitures partagées électriques Zen Car sur le territoire de la Ville de Bruxelles.</p>;Mobilité, Transports;voiture;Licence Ouverte (Etalab);fr;;2015-03-24T14:44:31+01:00;2018-01-07T23:44:41+01:00;2023-01-31T19:12:26.035000+01:00;Zen Car;http://www.bruxelles.be/6593;;7;967;0;31835;206;0;0;6.5;domain;True;manual
bruxelles_wifi;False;Wifi;<p>Localisation des points d'accès wifi.brussels sur le territoire de la Région de Bruxelles-Capitale.</p>;Internet, TIC;"wifi;wi-fi;Internet";Licence Ouverte (Etalab);fr;;2023-04-15T12:00:19+02:00;2023-04-15T12:00:19+02:00;2023-04-15T12:00:20.180000+02:00;CIRB;http://opendatastore.brussels/dataset/urbizone-sites;;212;35694;0;1903600;541;0;0;45.7;domain;True;manual
bxl_prenoms_masculins_2013;False;Prénoms masculins (2013);<p>Prénoms des hommes en Région de Bruxelles-Capitale en 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;homme";CC BY-SA;fr;;2015-03-05T14:42:22+01:00;2018-01-08T00:08:11+01:00;2023-01-31T19:12:27.306000+01:00;Direction générale Statistique et Information économique - Statistiques démographiques.;http://statbel.fgov.be/fr/modules/publications/statistiques/population/prenoms_de_la_population_totale.jsp;;6303;240801;0;17240;189;0;0;5.0;domain;True;manual
bruxelles_urinoirs_publics;False;Urinoirs publics;"<p>
    Localisation des urinoirs publics (toilettes pour hommes) sur le territoire de la Ville de Bruxelles.
</p>";Environnement, Propreté,Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"propreté;urinoir;toilette";Licence Ouverte (Etalab);fr;;2023-04-09T23:00:04+02:00;2023-04-09T23:00:04+02:00;2023-04-16T23:00:01.903000+02:00;Ville de Bruxelles/Propreté;;;27;5936;0;984628;789;0;0;33.5;domain;True;scheduled
neder-over-heembeek-quarter;False;Neder-over-Heembeek quarter;<p>(Old town of) Neder-Over-Heembeek (NOH) quarter of Brussels.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"Neder-Over-Heembeek;town;quarter;district";Licence Ouverte (Etalab);en;;2015-01-26T12:04:55+01:00;2018-01-07T23:53:20+01:00;2023-01-31T19:12:26.373000+01:00;City of Brussels/Web Dvlp;;;1;2300;0;3034463;183;0;0;56.8;domain;True;manual
laadpalen-voor-elektrische-wagens;False;Laadpalen voor elektrische wagens;<p>Laadpalen voor elektrische wagens</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement,Mobilité, Transports;"Laadpalen;elektrische wagen";Licence Ouverte (Etalab);fr;;2022-06-19T23:01:02+02:00;2022-06-19T23:01:02+02:00;2023-04-16T23:00:02.119000+02:00;Stad Brussel/cel parkeren;;;385;79066;0;24732;119;0;0;5.7;domain;True;scheduled
visited-web-pages-of-the-city-by-title-in-2014;False;Visited web pages of the City (by title) in 2014;<p>Visitor statistics of the pages of the website of the City of Brussels (2014) with the title of the page, the number of pages viewed, the number of unique visits, average time spent on the page. Source: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);en;;2014-10-29T16:10:41+01:00;2018-01-08T00:14:55+01:00;2023-01-31T19:12:26.731000+01:00;City of Brussels/Web Unit;;;20670;1675052;0;8502;149;0;0;3.6;domain;True;manual
dogzones-and-zones-prohibited-to-dogs;False;Dogzones and zones prohibited to dogs;"<p><span style=""font-size: 12.495px;""><b>Dogzones</b> (zones where dogs can run without a leash) and</span><span style=""font-family: inherit;""> <b>zones prohibited to dogs </b>on the territory of the City of Brussels. In all other green spaces there is the obligation to keep a dog on a leash.</span></p>";chien,Environment, Cleanliness,Development durable,Sport, Leisure;"dogzone;parc;dog;green space";Licence Ouverte (Etalab);en;;2023-04-16T23:00:03+02:00;2023-04-16T23:00:03+02:00;2023-04-16T23:00:04.401000+02:00;City of Brussels/Green Spaces;;;14;3801;0;43225;107;0;0;7.3;domain;True;scheduled
mannelijke-voornamen-2013;False;Mannelijke voornamen (2013);<p>Voormannen van mannen in het Brussels Hoofdstedelijk Gewest in 2013</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;;CC BY-SA;nl;;2015-03-05T14:42:22+01:00;2018-01-07T23:45:53+01:00;2023-01-31T19:12:27.466000+01:00;Algemene Directie Statistiek en Economische Informatie van de FOD Economie;http://statbel.fgov.be/nl/modules/publications/statistiques/bevolking/prenoms_de_la_population_totale.jsp;;6303;240801;0;11181;171;0;0;4.1;domain;True;manual
zen-car-stations;False;Zen Car stations;<p>Location of the stations of the Zen Car electric carsharing system on the territory of the City of Brussels.</p>;Mobilité, Transports;"auto;car";Licence Ouverte (Etalab);en;;2015-03-24T14:45:09+01:00;2018-01-07T23:55:15+01:00;2023-01-31T19:12:26.710000+01:00;Zen Car;http://www.brussels.be/6593;;7;967;0;22025;199;0;0;5.5;domain;True;manual
woningen-binnen-wijkcontracten-van-de-grondregie-2014;False;Woningen binnen wijkcontracten van de Grondregie (2014);<p>Situatie van de woningen binnen wijkcontracten van de Grondregie op 31 december 2014</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"Grondregie;woning";Licence Ouverte (Etalab);nl;;2015-03-26T08:53:09+01:00;;2023-01-31T19:12:28.434000+01:00;Grondregie;http://www.brussel.be/4738;;0;0;0;2259;117;0;0;2.1;domain;False;manual
reservations-dans-les-bibliotheques-francophones-en-2014;False;Réservations dans les bibliothèques francophones en 2014;<p>Le classement des réservations de documents dans les bibliothèques francophones de la Ville de Bruxelles en 2014.</p>;Culture, Patrimoine, Folklore;"bibliothèque;livre; lecture publique";Licence Ouverte (Etalab);fr;;2014-04-06T11:25:14+02:00;2018-01-08T00:02:34+01:00;2023-01-31T19:12:28.042000+01:00;Ville de Bruxelles/Instruction publique;http://www.bruxelles.be/4649;;176;24489;0;8186;151;0;0;3.6;domain;True;manual
visited-web-pages-of-the-city-by-url-in-2014;False;Visited web pages of the City (by title) in 2015;<p>Visitor statistics of the pages of the website of the City of Brussels (2015) by title, the number of pages viewed, the number of unique visits. Source: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);en;;2016-03-14T10:23:33+01:00;2018-01-07T23:53:45+01:00;2023-01-31T19:12:27.080000+01:00;City of Brussels/Web Unit;;;20000;1376041;0;9845;157;0;0;3.9;domain;True;manual
haren-quarter;False;Haren quarter;<p>(Old town of) Haren quarter of Brussels.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"Haren;town;quarter;district";Licence Ouverte (Etalab);en;;2015-01-26T11:15:37+01:00;2018-01-07T23:59:29+01:00;2023-01-31T19:12:26.563000+01:00;City of Brussels/Web Dvlp;;;1;3118;0;3000777;182;0;0;56.5;domain;True;manual
middenklassewoningen-van-de-grondregie-2014;False;Middenklassewoningen van de Grondregie (2014);<p>Situatie van de middenklassewoningen van de Grondregie op 31 december 2014</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"Gronregie;woning";Licence Ouverte (Etalab);nl;;2015-03-26T08:53:09+01:00;;2023-01-31T19:12:28.315000+01:00;Grondregie;http://www.brussel.be/4734;;0;0;0;2511;133;0;0;2.2;domain;True;manual
logements-contrats-de-quartier-a-la-regie-fonciere-2014;False;Logements contrats de quartier à la Régie foncière (2014);<p>Situation du logement contrats de quartier de la Régie foncière au 31 décembre 2014.</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"Régie foncière;logement";Licence Ouverte (Etalab);fr;;2015-03-26T08:53:09+01:00;;2023-01-31T19:12:28.499000+01:00;Régie foncière;http://www.bruxelles.be/4738;;0;0;0;2065;130;0;0;2.1;domain;False;manual
espaces-publics-numeriques-epn;False;Espaces publics numériques (EPN);<p>Localisation des espaces publics numériques (EPN) de la Ville de Bruxelles.</p>;Internet, TIC;"Internet;EPN";Licence Ouverte (Etalab);fr;;2016-03-09T14:08:58+01:00;2018-01-08T00:14:28+01:00;2023-01-31T19:12:27.776000+01:00;;http://www.bruxelles.be/7088;;8;1373;0;26128;400;0;0;6.3;domain;True;manual
gemotoriseerde-tweewielers;False;Gemotoriseerde tweewielers;<p>Parkeerplaatsen voor gemotoriseerde tweewielers op het grondgebiend van de Stad Brussel.</p>;Mobilité, Transports;"parkeerplaats;parkeren;moto";Licence Ouverte (Etalab);nl;;2015-09-16T14:04:49+02:00;2018-01-07T23:49:22+01:00;2023-01-31T19:12:31.043000+01:00;Stad Brussel/Mobiliteit;http://www.brussel.be/5362;;12;1664;0;125619;184;0;0;12.1;domain;True;manual
box-a-velos;False;Box à vélos;<p>Localisation des box à vélos installés sur le territoire de la Ville de Bruxelles</p>;Mobilité, Transports;;Licence Ouverte (Etalab);fr;;2015-04-24T10:55:52+02:00;2018-01-08T00:13:13+01:00;2023-01-31T19:12:28.711000+01:00;Ville de Bruxelles/Travaux de Voirie;http://www.bruxelles.be/4358;;27;6100;0;188296;344;0;0;15.0;domain;True;manual
vrouwelijke-voornamen-2013;False;Vrouwelijke voornamen (2013);<p>Voornamen van vorouwen in het Brussels Hoofdstedelijk Gewest in 2013</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;;CC BY-SA;nl;;2015-03-05T14:42:22+01:00;2018-01-08T00:16:21+01:00;2023-01-31T19:12:27.754000+01:00;Algemene Directie Statistiek en Economische Informatie van de FOD Economie;http://statbel.fgov.be/nl/modules/publications/statistiques/bevolking/prenoms_de_la_population_totale.jsp;;7155;242210;0;12257;159;0;0;4.2;domain;True;manual
pharmacies0;False;Pharmacies;<p>Pharmacies sur le territoire de la Ville de Bruxelles.</p>;Santé;"santé;pharmacie";Licence Ouverte (Etalab);fr;;2015-10-13T16:52:30+02:00;2018-01-07T23:52:12+01:00;2023-01-31T19:12:31.351000+01:00;Ville de Bruxelles/Cellule Web;;;29;3899;0;265739;230;0;0;17.4;domain;True;manual
motos;False;Motorized two-wheelers;<p>Parking spaces for motorized two-wheelers in the City of Brussels</p>;Mobilité, Transports;"parking;moto";Licence Ouverte (Etalab);en;;2015-09-16T14:07:34+02:00;2018-01-08T00:02:24+01:00;2023-01-31T19:12:31.132000+01:00;City of Brussels/Mobility;http://www.brussels.be/5362;;12;1664;0;90937;187;0;0;10.4;domain;True;manual
petanquebanen;False;Petanquebanen;<p>Petanquebanen van de Stad Brussel.</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;;Licence Ouverte (Etalab);nl;;2015-04-15T10:40:46+02:00;2018-01-07T23:49:32+01:00;2023-01-31T19:12:29.806000+01:00;Stad Brussel/Groene Ruimten;;;11;1479;0;10942;175;0;0;4.1;domain;True;manual
prenoms-feminins-2015;False;Prénoms féminins 2015;<p>Prénoms féminins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2015 (jusqu'au 27 octobre).</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"naissance;prénom;féminin;fille";Licence Ouverte (Etalab);fr;;2015-10-28T11:46:35+01:00;2018-01-08T00:01:21+01:00;2023-01-31T19:12:32.507000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1655;20860;0;7716;156;0;0;3.5;domain;True;manual
prenoms-masculins-2011;False;Prénoms masculins 2011;<p>Prénoms masculins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2011.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;garçon";;fr;;2015-10-30T08:55:10+01:00;2018-01-08T00:13:06+01:00;2023-01-31T19:12:34.359000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1826;23036;0;8235;136;0;0;3.5;domain;True;manual
gemeentelijke-kleuterscholen;False;Gemeentelijke kleuterscholen;<p>Kleuteronderwijs van de Stad Brussel.</p>;Education, Formation, Recherche, Enseignement;"kleuterschool;school;onderwijs";Licence Ouverte (Etalab);nl;;2015-10-28T10:29:54+01:00;2018-01-08T00:01:52+01:00;2023-01-31T19:12:32.301000+01:00;Stad Brussel/Openbaar onderwijs;;;4;653;0;23331;238;0;0;5.7;domain;True;manual
prenoms-feminins-2009;False;Prénoms féminins 2009;<p>Prénoms féminins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2009.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;féminin;fille";Licence Ouverte (Etalab);fr;;2015-10-28T12:53:56+01:00;2018-01-08T00:12:13+01:00;2023-01-31T19:12:35.431000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1835;23501;0;7497;132;0;0;3.4;domain;True;manual
female-first-names-2010;False;Female first names 2010;<p>Female first names registered at the City of Brussels in 2010.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"first name;female;girl";Licence Ouverte (Etalab);en;;2015-10-28T13:05:26+01:00;2018-01-08T00:05:01+01:00;2023-01-31T19:12:35.045000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1915;24548;0;8374;155;0;0;3.6;domain;True;manual
female-first-names-2009;False;Female first names 2009;<p>Female first names registered at the City of Brussels in 2009.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"first name;female;girl";Licence Ouverte (Etalab);en;;2015-10-28T13:05:26+01:00;2018-01-07T23:55:08+01:00;2023-01-31T19:12:35.561000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1835;23501;0;8762;147;0;0;3.7;domain;True;manual
male-first-names-2010;False;Male first names 2010;<p>Male first names registered at the City of Brussels in 2010.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"male;first name;birth";Licence Ouverte (Etalab);en;;2015-10-28T12:46:58+01:00;2018-01-07T23:50:20+01:00;2023-01-31T19:12:34.816000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1820;22892;0;8435;163;0;0;3.6;domain;True;manual
prenoms-feminins-20131;False;Prénoms féminins 2013;<p>Prénoms féminins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;féminin;fille";Licence Ouverte (Etalab);fr;;2015-10-28T12:53:56+01:00;2018-01-08T00:01:29+01:00;2023-01-31T19:12:33.403000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1947;24679;0;7520;147;0;0;3.4;domain;True;manual
prenoms-feminins-2006;False;Prénoms féminins 2006;<p>Prénoms féminins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2006.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;féminin;fille";Licence Ouverte (Etalab);fr;;2015-11-03T09:44:29+01:00;2018-01-08T00:12:05+01:00;2023-01-31T19:12:36.710000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1518;19499;0;8498;133;0;0;3.6;domain;True;manual
female-first-names-2006;False;Female first names 2006;<p>Female first names registered at the City of Brussels in 2006.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"first name;female;girl";Licence Ouverte (Etalab);en;;2015-11-03T09:46:31+01:00;2018-01-07T23:55:48+01:00;2023-01-31T19:12:36.879000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1518;19499;0;7651;146;0;0;3.5;domain;True;manual
vrouwelijke-voornamen-2008;False;Vrouwelijke voornamen 2008;<p>Vrouwelijke voornamen geregistreerd bij de Stad Brussel in 2008.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"voornaam;meisje";Licence Ouverte (Etalab);nl;;2015-11-03T09:19:26+01:00;2018-01-07T23:52:56+01:00;2023-01-31T19:12:35.947000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1608;20695;0;8905;153;0;0;3.7;domain;True;manual
